claim,tweet_id,label
COVID-19 is only as deadly as the seasonal flu.,1308950309889126401,agree
Vitamin D pills prevent COVID-19.,1309560065347727360,agree
Vitamin D pills prevent COVID-19.,1309569335925657602,agree
Vitamin D pills prevent COVID-19.,1309658957049257989,agree
Vitamin D pills prevent COVID-19.,1309738184700461056,agree
Vitamin D pills prevent COVID-19.,1310216659534258181,agree
COVID-19 is only as deadly as the seasonal flu.,1310849919956049922,agree
Vitamin D pills prevent COVID-19.,1311629657406660608,agree
Vitamin D pills prevent COVID-19.,1311701681017679876,agree
Coronavirus is genetically engineered.,1311704584889536514,agree
Vitamin D pills prevent COVID-19.,1312391963157639173,agree
Vitamin D pills prevent COVID-19.,1313007524723916800,agree
COVID-19 is only as deadly as the seasonal flu.,1313485570325319681,agree
COVID-19 is only as deadly as the seasonal flu.,1314484872757481472,agree
COVID-19 is only as deadly as the seasonal flu.,1314526303719239680,agree
It is safe for individuals infected with COVID-19 to go to work.,1315740512654163968,agree
Vitamin D pills prevent COVID-19.,1316030986128252928,agree
Vitamin D pills prevent COVID-19.,1316063468236279813,agree
Vitamin C cures coronavirus.,1317843048907251714,agree
Vitamin D pills prevent COVID-19.,1318370701292822528,agree
Vitamin D pills prevent COVID-19.,1318409110992396288,agree
Vitamin D pills prevent COVID-19.,1319367604968980480,agree
SARS-CoV-2 can survive for weeks on surfaces.,1320504663494389760,agree
Vitamin D cures coronavirus.,1321139574475759617,agree
Vitamin D pills prevent COVID-19.,1321139599960395776,agree
Vitamin D pills prevent COVID-19.,1321142116106432512,agree
Vitamin D pills prevent COVID-19.,1321243107673796608,agree
Vitamin D pills prevent COVID-19.,1321308530767527936,agree
Vitamin D pills prevent COVID-19.,1321356858511126528,agree
Vitamin D pills prevent COVID-19.,1321389446659526656,agree
Shaking hands cannot spread coronavirus.,1322429641618018304,agree
Shaking hands cannot spread coronavirus.,1322512080428322817,agree
Vitamin D pills prevent COVID-19.,1322667169394626561,agree
Vitamin D pills prevent COVID-19.,1323319636453171202,agree
Vitamin D pills prevent COVID-19.,1323573481641041920,agree
Vitamin D pills prevent COVID-19.,1324367225503936515,agree
Chloroquine can cure coronavirus,1325867537880420354,agree
We're very close to a vaccine.,1325917786074279936,agree
Vitamin D pills prevent COVID-19.,1326604631640846338,agree
COVID-19 is only as deadly as the seasonal flu.,1328225355786825728,agree
Vitamin D pills prevent COVID-19.,1328645963838263298,agree
Vitamin C cures coronavirus.,1328848579935555584,agree
Vitamin C can prevent coronavirus circulation.,1328848579935555584,agree
COVID-19 is only as deadly as the seasonal flu.,1329113541908049920,agree
COVID-19 is only as deadly as the seasonal flu.,1329147688240242690,agree
COVID-19 is only as deadly as the seasonal flu.,1329236744902995969,agree
It is safe for individuals infected with COVID-19 to go to work.,1329555629829218309,agree
COVID-19 is only as deadly as the seasonal flu.,1330853026471563264,agree
COVID-19 is only as deadly as the seasonal flu.,1331528645140213762,agree
Vitamin D pills prevent COVID-19.,1331632298165297152,agree
Vitamin D pills prevent COVID-19.,1332805137249619968,agree
Vitamin D pills prevent COVID-19.,1333062660397686789,agree
Vitamin D pills prevent COVID-19.,1333331238984232960,agree
Cocaine cures coronavirus,1221222261408972800,agree
Coronavirus is caused by 5G.,1223028055125512196,agree
Coronavirus is caused by 5G.,1223234654758756354,agree
Drinking cow urine and applying cow dung on the body can cure covid-19.,1223317975266029569,agree
Drinking cow urine and applying cow dung on the body can cure covid-19.,1223330289952276481,agree
Cocaine cures coronavirus,1224468021294641155,agree
Coronavirus is caused by 5G.,1225293993379942400,agree
Cocaine cures coronavirus,1225717399644704769,agree
Africans are more resistant to coronavirus.,1228271352123207681,agree
Coronavirus is caused by 5G.,1229730895394938880,agree
Chloroquine can cure coronavirus,1230435729387507713,agree
Chloroquine can cure coronavirus,1230541834377670656,agree
Chloroquine can cure coronavirus,1231156437134532608,agree
Vitamin C can prevent coronavirus circulation.,1231972461073305601,agree
The Simpsons predicted COVID-19 pandemic.,1232890400395821057,agree
Drinking large amounts of water will protect against coronavirus.,1233641734627844102,agree
Drinking large amounts of water will protect against coronavirus.,1233833044898914306,agree
Africans are more resistant to coronavirus.,1234183460044124161,agree
Africans are more resistant to coronavirus.,1234889726303330306,agree
Vitamin C can prevent coronavirus circulation.,1234913584364150784,agree
Vitamin C can prevent coronavirus circulation.,1234921665546588161,agree
Vitamin C can prevent coronavirus circulation.,1234955596266442753,agree
Vitamin C can prevent coronavirus circulation.,1234959263258284032,agree
Drinking large amounts of water will protect against coronavirus.,1234959263258284032,agree
Vitamin C can prevent coronavirus circulation.,1235654018505949185,agree
Vitamin C can prevent coronavirus circulation.,1236806070875512832,agree
Coronavirus is caused by 5G.,1237598929706864640,agree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1240121076820201473,agree
Chloroquine can cure coronavirus,1240666122166435844,agree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1240721793205166082,agree
Vitamin C can prevent coronavirus circulation.,1242669787475369985,agree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1244454313365106688,agree
Coronavirus is caused by 5G.,1247344104364630016,agree
Chloroquine can cure coronavirus,1250243270866882560,agree
Chloroquine can cure coronavirus,1253343205216706565,agree
Vitamin D cures coronavirus.,1253657240566820864,agree
Coronavirus is caused by 5G.,1254070480883134467,agree
Vitamin D cures coronavirus.,1254911488294256640,agree
Vitamin D cures coronavirus.,1257027947916976129,agree
Vitamin D cures coronavirus.,1258212192354099203,agree
Vitamin D cures coronavirus.,1260273818779566080,agree
Vitamin D pills prevent COVID-19.,1260273818779566080,agree
Vitamin D cures coronavirus.,1260751542774349824,agree
Africans are more resistant to coronavirus.,1264123573016367105,agree
Coronavirus is caused by 5G.,1269279275162746883,agree
Coronavirus is caused by 5G.,1269630430170374152,agree
Vitamin D cures coronavirus.,1273244695057981440,agree
Coronavirus is caused by 5G.,1273475784313917445,agree
Vitamin D cures coronavirus.,1273582161732476930,agree
Coronavirus can only survive in cold temperatures.,1273964460240039939,agree
Coronavirus can only survive in cold temperatures.,1274300800039301122,agree
COVID-19 is only as deadly as the seasonal flu.,1277717358463893507,agree
Vitamin D cures coronavirus.,1279400038393929728,agree
Vitamin D pills prevent COVID-19.,1279400038393929728,agree
Africans are more resistant to coronavirus.,1281006638095372288,agree
COVID-19 is only as deadly as the seasonal flu.,1282872234953121799,agree
Cannabis protects against COVID-19.,1284785021023395843,agree
Coronavirus is caused by 5G.,1286030669928378374,agree
Coronavirus is caused by 5G.,1286126474257403906,agree
Coronavirus can only survive in cold temperatures.,1286642325809180672,agree
Cannabis protects against COVID-19.,1287120480583942146,agree
Vitamin D cures coronavirus.,1287511495597789189,agree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1288008987233980417,agree
Cannabis protects against COVID-19.,1289298363196768263,agree
Cannabis protects against COVID-19.,1289590557077995523,agree
Vitamin D cures coronavirus.,1289648048872644608,agree
Cannabis protects against COVID-19.,1290843484216164352,agree
Vitamin D cures coronavirus.,1291152299327238145,agree
Chloroquine can cure coronavirus,1291752662262853638,agree
COVID-19 is only as deadly as the seasonal flu.,1292211500833280000,agree
Vitamin D cures coronavirus.,1292925812249890822,agree
Vitamin D pills prevent COVID-19.,1293620722074415106,agree
Vitamin D cures coronavirus.,1293620722074415106,agree
COVID-19 is only as deadly as the seasonal flu.,1293682786801528833,agree
Vitamin D cures coronavirus.,1295530204887015424,agree
Coronavirus can only survive in cold temperatures.,1297940447705407488,agree
Coronavirus can only survive in cold temperatures.,1298138312947924993,agree
Vitamin D pills prevent COVID-19.,1301505231415513091,agree
Vitamin D cures coronavirus.,1301505231415513091,agree
Vitamin D cures coronavirus.,1301544684297355270,agree
Vitamin D cures coronavirus.,1301876441399922688,agree
Vitamin D cures coronavirus.,1301898047513862146,agree
Vitamin D cures coronavirus.,1302595581097979904,agree
Vitamin D pills prevent COVID-19.,1302860819563151366,agree
Vitamin D cures coronavirus.,1302860819563151366,agree
Vitamin D cures coronavirus.,1302914950751498245,agree
Vitamin D cures coronavirus.,1303324716338491394,agree
Vitamin D pills prevent COVID-19.,1304299992241385473,agree
Coronavirus can only survive in cold temperatures.,1305024683339919360,agree
Vitamin C can prevent coronavirus circulation.,1305117086742650880,agree
Vitamin D cures coronavirus.,1305117086742650880,agree
Vitamin D cures coronavirus.,1308376596420661249,agree
Vitamin D pills prevent COVID-19.,1308376596420661249,agree
Coronavirus is caused by 5G.,1308656033846439936,agree
Vitamin D cures coronavirus.,1309260129813045248,agree
Vitamin D pills prevent COVID-19.,1309399304700862464,agree
Vitamin D cures coronavirus.,1309560065347727360,agree
Vitamin D cures coronavirus.,1309738184700461056,agree
Vitamin D pills prevent COVID-19.,1310135635139866624,agree
Vitamin D cures coronavirus.,1310175152601067521,agree
Vitamin D pills prevent COVID-19.,1310197253273980928,agree
Cannabis protects against COVID-19.,1311489434030727168,agree
Cannabis protects against COVID-19.,1312898064869396482,agree
Vitamin D cures coronavirus.,1313835295347937282,agree
Vitamin D cures coronavirus.,1316955207025201154,agree
Vitamin D cures coronavirus.,1317798531659296769,agree
Coronavirus can only survive in cold temperatures.,1318946398964862976,agree
Vitamin D cures coronavirus.,1321139574475759617,agree
Vitamin D pills prevent COVID-19.,1321139574475759617,agree
Vitamin D cures coronavirus.,1321140729507434496,agree
Vitamin D cures coronavirus.,1321142116106432512,agree
Vitamin D pills prevent COVID-19.,1321252695773220865,agree
Vitamin D cures coronavirus.,1321356858511126528,agree
Vitamin D cures coronavirus.,1321389446659526656,agree
Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1321453095893848066,agree
Vitamin D cures coronavirus.,1323573481641041920,agree
Coronavirus is caused by 5G.,1325084463580155905,agree
Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1326532222321528832,agree
Vitamin D pills prevent COVID-19.,1327277818754064385,agree
Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1331540133460332546,agree
Vitamin D cures coronavirus.,1331632298165297152,agree
Vitamin D cures coronavirus.,1332805137249619968,agree
Vitamin D pills prevent COVID-19.,1333331238984232960,agree
we're very close to a vaccine.,1306324497096638464,agree
vitamin d pills prevent covid-19.,1310639159640555533,agree
vitamin d pills prevent covid-19.,1281171317845364738,agree
vitamin d pills prevent covid-19.,1277578536367214594,agree
vitamin d pills prevent covid-19.,1310175152601067521,agree
chloroquine can cure coronavirus,1297393774201577477,agree
chloroquine can cure coronavirus,1332060787674902528,agree
chloroquine can cure coronavirus,1257435700326273027,agree
chloroquine can cure coronavirus,1247344104364630016,agree
coronavirus can only survive in cold temperatures.,1233245258756055041,agree
coronavirus can only survive in cold temperatures.,1275069026591522816,agree
coronavirus can only survive in cold temperatures.,1282336122010431489,agree
coronavirus can only survive in cold temperatures.,1286642325809180672,agree
"a pod of humpback whales returned to the arabian sea offshore from mumbai, india following the covid-19 lockdown.",1243146738724036610,agree
africans are more resistant to coronavirus.,1228213190804172800,agree
africans are more resistant to coronavirus.,1301419238683443201,agree
using namaste as a greeting prevents transmission of covid-19.,1235210250812305408,agree
using namaste as a greeting prevents transmission of covid-19.,1235236985515757573,agree
using namaste as a greeting prevents transmission of covid-19.,1235249487481901057,agree
using namaste as a greeting prevents transmission of covid-19.,1270932237370851328,agree
using namaste as a greeting prevents transmission of covid-19.,1235250535655231489,agree
coronavirus can only survive in cold temperatures.,1229723465088892928,agree
coronavirus can only survive in cold temperatures.,1272521743538819073,agree
coronavirus can only survive in cold temperatures.,1229969003780694017,agree
africans are more resistant to coronavirus.,1275531777629540353,agree
africans are more resistant to coronavirus.,1327333253695631361,agree
africans are more resistant to coronavirus.,1309464622630567936,agree
africans are more resistant to coronavirus.,1234271530059624449,agree
we're very close to a vaccine.,1328417467375357952,agree
we're very close to a vaccine.,1277214331785142273,agree
we're very close to a vaccine.,1305292346129559553,agree
we're very close to a vaccine.,1308949046153883650,agree
drinking large amounts of water will protect against coronavirus.,1235038238974173184,agree
drinking large amounts of water will protect against coronavirus.,1222821284746186752,agree
"there were more than 50000 cremations in wuhan for 4th quarter, 2019 .",1226546694441009154,agree
"there were more than 50000 cremations in wuhan for 4th quarter, 2019 .",1226321939297267714,agree
"there were more than 50000 cremations in wuhan for 4th quarter, 2019 .",1226011787990052865,agree
vitamin d cures coronavirus.,1238076851794436096,agree
vitamin d cures coronavirus.,1273582161732476930,agree
vitamin d cures coronavirus.,1277578536367214594,agree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1242424639072153601,agree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1272570721412067330,agree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1288799343135293441,agree
water polution decreased in venice canals following covid-19 lockdown.,1239791207020191744,agree
jim bakker's colloidal silver solution is a remedy for covid-19.,1227803953460543488,agree
jim bakker's colloidal silver solution is a remedy for covid-19.,1227768555158081541,agree
we're very close to a vaccine.,1288353647210962944,agree
we're very close to a vaccine.,1325828815558479873,agree
vitamin d pills prevent covid-19.,1261880860204134401,agree
vitamin d pills prevent covid-19.,1309563949025812480,agree
vitamin d pills prevent covid-19.,1320673928893878273,agree
dean koontz predicted the pandemic in his 1981 novel the eyes of darkness.,1235456285618909185,agree
dean koontz predicted the pandemic in his 1981 novel the eyes of darkness.,1234988152894320646,agree
vitamin c can prevent coronavirus circulation.,1233641734627844102,agree
vitamin c can prevent coronavirus circulation.,1315621733374791680,agree
vitamin c can prevent coronavirus circulation.,1291430009480126465,agree
coronavirus is genetically engineered.,1269901882794758145,agree
coronavirus is genetically engineered.,1228477615490682882,agree
coronavirus is genetically engineered.,1232397472221270017,agree
coronavirus is genetically engineered.,1304916933687390209,agree
sars-cov-2 can survive for weeks on surfaces.,1231295364927541249,agree
drinking corona-brand beer causes covid-19.,1221490575918223360,agree
drinking corona-brand beer causes covid-19.,1233460069683093504,agree
drinking corona-brand beer causes covid-19.,1233253413120593920,agree
essential oils cure coronavirus.,1285733873129791489,agree
essential oils cure coronavirus.,1235563584047820803,agree
cocaine cures coronavirus,1225717399644704769,agree
covid-19 is only as deadly as the seasonal flu.,1283237281206337538,agree
sars-cov-2 can survive for weeks on surfaces.,1315670699030310912,agree
sars-cov-2 can survive for weeks on surfaces.,1225810494772187137,agree
sars-cov-2 can survive for weeks on surfaces.,1230507919256453120,agree
sars-cov-2 can survive for weeks on surfaces.,1235042539314352129,agree
sars-cov-2 can survive for weeks on surfaces.,1315525772023525376,agree
hand sanitiser sold commercially does not destroy the coronavirus.,1312979813234290689,agree
hand sanitiser sold commercially does not destroy the coronavirus.,1248344126967492608,agree
covid-19 is only as deadly as the seasonal flu.,1293735303581249537,agree
covid-19 is only as deadly as the seasonal flu.,1320749487057444870,agree
sars-cov-2 can survive for weeks on surfaces.,1315510046336462848,agree
sars-cov-2 can survive for weeks on surfaces.,1320666377112473601,agree
"there were more than 50000 cremations in wuhan for 4th quarter, 2019 .",1225932747555762179,agree
"there were more than 50000 cremations in wuhan for 4th quarter, 2019 .",1224838798833528832,agree
"there were more than 50000 cremations in wuhan for 4th quarter, 2019 .",1230004649207508993,agree
"there were more than 50000 cremations in wuhan for 4th quarter, 2019 .",1302208514035789824,agree
"there were more than 50000 cremations in wuhan for 4th quarter, 2019 .",1222889944030633985,agree
we're very close to a vaccine.,1325768996176715782,agree
we're very close to a vaccine.,1325790114782515203,agree
we're very close to a vaccine.,1328356039096479745,agree
we're very close to a vaccine.,1293506406071635968,agree
africans are more resistant to coronavirus.,1309530659774509057,agree
africans are more resistant to coronavirus.,1325713640146804737,agree
africans are more resistant to coronavirus.,1228271352123207681,agree
africans are more resistant to coronavirus.,1310221664324661251,agree
Vitamin C cures coronavirus.,1328699006055288832,disagree
Essential oils cure coronavirus.,1234220859759480834,disagree
Vitamin C cures coronavirus.,1282384068575993858,disagree
Vitamin C can prevent coronavirus circulation.,1282384068575993858,disagree
Drinking Corona-brand beer causes COVID-19.,1221502850267828224,disagree
Shaking hands cannot spread coronavirus.,1228821306910470145,disagree
We're very close to a vaccine.,1232331707568685056,disagree
We're very close to a vaccine.,1232374598815174664,disagree
Shaking hands cannot spread coronavirus.,1232742338834968576,disagree
Shaking hands cannot spread coronavirus.,1233143181480300544,disagree
Shaking hands cannot spread coronavirus.,1233154246440128512,disagree
Chloroquine can cure coronavirus,1233300971280912384,disagree
Shaking hands cannot spread coronavirus.,1233324452022308865,disagree
Shaking hands cannot spread coronavirus.,1233336660152274944,disagree
Drinking Corona-brand beer causes COVID-19.,1233348455587864576,disagree
Drinking Corona-brand beer causes COVID-19.,1233406525491814400,disagree
Drinking Corona-brand beer causes COVID-19.,1233478491124924417,disagree
Drinking Corona-brand beer causes COVID-19.,1233534604889460737,disagree
Shaking hands cannot spread coronavirus.,1233565583645593600,disagree
